frame,score,psr,ess,cx,cy,w,h
1526,0.983015,7.034,500.0,379.699,154.032,10.0,14.875
1527,0.984614,7.1591,500.0,375.734,153.429,10.0,15.481
1528,0.970492,7.0995,500.0,371.207,153.588,10.0,15.971
1529,0.974796,7.6957,500.0,367.766,152.251,10.0,15.43
1530,0.979573,7.1893,500.0,365.486,152.417,10.0,14.821
1531,0.99075,7.103,500.0,363.847,151.539,10.0,14.581
1532,0.986842,7.0855,500.0,362.425,151.146,10.0,14.575
1533,0.979514,7.0756,500.0,362.116,150.843,10.0,14.363
1534,0.978308,6.9549,500.0,362.001,150.121,10.0,14.122
1535,0.983482,7.1099,500.0,362.985,149.213,10.0,14.161
1536,0.992732,7.7456,500.0,365.642,148.645,10.0,15.348
1537,0.970473,8.221,500.0,367.284,148.18,10.0,15.005
1538,0.994757,7.669,500.0,368.362,147.537,10.0,15.97
1539,0.994428,8.0694,500.0,370.001,147.785,10.0,16.587
1540,0.982096,8.5732,500.0,372.115,148.456,10.0,16.761
1541,0.988135,8.5702,500.0,373.416,148.947,10.0,17.103
1542,0.994019,8.2359,500.0,373.88,149.079,10.0,17.105
1543,0.992354,8.0252,500.0,374.344,147.505,10.0,17.085
1544,0.987786,7.6219,500.0,371.759,147.114,10.0,16.998
1545,0.979883,7.5974,500.0,366.456,145.88,10.0,17.33
1546,0.993154,7.2789,500.0,359.84,145.672,10.0,17.171
1547,0.984399,7.8783,500.0,356.015,145.561,10.0,16.896
1548,0.978603,7.657,500.0,353.068,145.673,10.0,16.679
1549,0.992407,7.3897,500.0,353.0,145.437,10.0,16.695
1550,0.996603,7.1177,500.0,351.241,145.79,10.0,16.562
1551,0.994854,7.2329,500.0,350.096,145.491,10.0,16.285
1552,0.98609,7.1546,500.0,348.639,145.331,10.0,15.655
1553,0.992897,7.3938,500.0,346.819,145.503,10.0,15.881
1554,0.994625,7.4163,500.0,346.705,144.878,10.0,16.449
1555,0.979734,7.4256,500.0,345.54,144.202,10.0,15.98
1556,0.990295,7.2182,500.0,344.568,143.862,10.0,15.517
1557,0.979889,7.9259,500.0,343.472,143.589,10.0,14.801
1558,0.982802,8.2763,500.0,343.061,143.977,10.0,14.987
1559,0.986684,7.4516,500.0,342.185,143.578,10.0,14.816
1560,0.982941,7.9194,500.0,341.464,143.374,10.0,14.72
1561,0.986064,7.1449,500.0,341.703,143.054,10.0,14.67
1562,0.973106,7.624,500.0,340.208,141.947,10.0,14.357
1563,0.978572,6.9402,500.0,339.787,142.085,10.0,14.068
1564,0.989582,7.1216,500.0,338.975,141.827,10.0,14.043
1565,0.987139,6.6277,500.0,338.724,142.053,10.0,14.188
1566,0.988157,7.0871,500.0,338.079,141.13,10.0,13.924
1567,0.987328,7.3101,500.0,337.221,141.238,10.0,14.003
1568,0.990321,6.7647,500.0,337.207,141.72,10.0,14.016
1569,0.98595,6.5326,500.0,336.386,142.213,10.0,14.06
1570,0.992882,6.5563,500.0,336.348,141.771,10.0,13.869
1571,0.992101,6.9222,500.0,335.041,141.186,10.0,13.819
1572,0.990769,7.4238,500.0,334.03,140.796,10.0,13.751
1573,0.989502,7.7071,500.0,332.581,140.559,10.0,13.812
1574,0.983999,6.9553,500.0,331.647,141.362,10.0,13.549
1575,0.977145,6.746,500.0,329.808,140.592,10.0,13.608
1576,0.981667,7.6477,500.0,329.103,139.166,10.0,13.514
1577,0.99218,6.7987,500.0,329.626,139.228,10.0,13.414
1578,0.99171,6.5695,500.0,329.488,139.323,10.0,13.244
1579,0.986306,6.6834,500.0,329.706,139.571,10.0,13.054
1580,0.99379,6.8699,500.0,328.194,139.379,10.0,12.986
1581,0.992157,6.6331,500.0,326.927,139.006,10.0,12.994
1582,0.993339,6.6659,500.0,327.287,138.64,10.0,12.882
1583,0.98969,6.7306,500.0,327.57,138.383,10.0,12.852
1584,0.982854,6.8393,500.0,327.418,137.704,10.0,12.893
1585,0.989172,6.4784,500.0,327.354,137.32,10.029,12.86
1586,0.980492,6.9793,500.0,327.199,136.685,10.0,12.897
1587,0.995598,6.2297,500.0,327.308,136.15,10.0,12.828
1588,0.995688,5.9268,500.0,327.637,134.605,10.0,12.561
1589,0.986359,5.9257,500.0,326.856,133.28,10.0,12.287
1590,0.995717,6.2748,500.0,327.005,133.419,10.0,12.081
1591,0.98868,6.3975,500.0,326.932,132.594,10.024,12.028
1592,0.994469,6.2202,500.0,326.061,131.666,10.012,11.819
1593,0.983542,6.5491,500.0,324.344,131.109,10.0,11.408
1594,0.994131,6.4668,500.0,322.842,131.491,10.0,11.256
1595,0.983607,5.8398,500.0,320.31,131.148,10.0,11.242
1596,0.978667,6.3657,500.0,318.069,130.549,10.0,11.241
1597,0.984052,6.4981,500.0,315.627,129.057,10.0,10.951
1598,0.98488,6.3985,500.0,314.137,128.18,10.106,10.905
1599,0.98938,6.9096,500.0,311.401,128.098,10.0,10.896
1600,0.97865,6.5306,500.0,310.785,127.964,10.0,10.982
1601,0.991957,6.5247,500.0,311.06,127.787,10.0,10.861
1602,0.988765,6.5107,500.0,310.666,127.15,10.0,10.634
1603,0.993757,6.6212,500.0,310.323,126.109,10.0,10.513
1604,0.994004,6.2608,500.0,310.573,125.265,10.0,10.593
1605,0.985885,6.8725,500.0,310.109,125.046,10.0,10.382
1606,0.976,7.1225,500.0,309.971,124.296,10.0,10.296
1607,0.988117,7.4406,500.0,310.055,124.109,10.0,10.0
1608,0.979832,6.0786,500.0,309.878,123.794,10.0,10.0
1609,0.991597,7.137,500.0,311.505,123.432,10.0,10.0
1610,0.983373,6.5638,500.0,311.432,122.726,10.0,10.0
1611,0.992188,6.5975,500.0,311.016,122.33,10.0,10.0
1612,0.983715,7.306,500.0,310.944,121.398,10.0,10.017
1613,0.988374,6.9271,500.0,311.902,121.6,10.0,10.138
1614,0.983458,7.4739,500.0,312.09,121.338,10.0,10.16
1615,0.99237,5.8776,500.0,310.371,120.739,10.0,10.216
1616,0.995463,7.005,500.0,310.252,119.95,10.0,10.0
1617,0.986877,7.0067,500.0,309.881,120.619,10.0,10.035
1618,0.992471,6.0799,500.0,310.339,120.506,10.0,10.199
1619,0.993285,6.154,500.0,310.184,119.272,10.0,10.141
1620,0.98668,6.1306,500.0,310.026,119.036,10.0,10.265
1621,0.981646,6.8612,500.0,311.099,118.704,10.0,10.0
1622,0.984582,6.9653,500.0,311.207,119.118,10.0,10.0
1623,0.987624,6.7679,500.0,311.287,118.628,10.0,10.004
1624,0.982722,6.1908,500.0,312.85,119.186,10.0,10.039
1625,0.99271,6.0327,500.0,314.589,118.297,10.0,10.0
1626,0.994204,6.4621,500.0,315.631,117.351,10.0,10.0
1627,0.989968,6.2616,500.0,316.996,117.104,10.0,10.024
1628,0.992026,5.9178,500.0,318.212,117.407,10.122,10.242
1629,0.993659,5.6178,500.0,318.335,118.481,10.146,10.454
1630,0.984966,6.5445,500.0,319.27,118.038,10.028,10.88
1631,0.96869,6.9521,500.0,318.046,116.233,10.0,11.051
1632,0.970433,7.1536,500.0,317.948,115.977,10.0,11.227
1633,0.993565,6.9378,500.0,318.729,115.322,10.0,11.282
1634,0.983805,7.3599,500.0,319.355,116.095,10.0,11.086
1635,0.98355,6.9287,500.0,319.537,115.635,10.0,11.096
1636,0.991813,5.9178,500.0,319.321,116.234,10.0,11.204
1637,0.986926,6.8035,500.0,320.392,116.325,10.0,10.981
1638,0.97096,6.9813,500.0,319.2,116.642,10.0,10.685
1639,0.986809,6.8421,500.0,318.238,116.617,10.0,10.825
1640,0.984465,6.7293,500.0,317.157,116.38,10.0,10.768
1641,0.995965,5.532,500.0,316.112,116.684,10.0,10.638
1642,0.983989,6.2698,500.0,315.849,116.471,10.0,10.49
1643,0.986209,6.2153,500.0,315.313,116.986,10.094,10.653
1644,0.992734,6.9533,500.0,315.462,117.423,10.0,10.173
1645,0.997438,6.2378,500.0,316.218,118.003,10.0,10.0
1646,0.992796,6.128,500.0,316.673,118.645,10.0,10.284
1647,0.99655,5.7751,500.0,317.724,119.304,10.0,10.351
1648,0.988118,6.9558,500.0,318.943,119.673,10.0,10.0
1649,0.979583,6.5823,500.0,320.798,120.211,10.0,10.0
1650,0.940532,6.8786,500.0,321.594,121.954,10.0,10.0
1651,0.976661,6.1671,500.0,322.659,123.601,10.0,10.056
1652,0.979777,6.8627,500.0,323.715,122.342,10.0,11.8
1653,0.967679,7.7667,500.0,324.733,122.378,10.0,11.99
1654,0.987125,7.7708,500.0,325.005,122.989,10.0,13.373
1655,0.991965,6.7291,500.0,324.753,122.417,10.0,12.393
1656,0.935165,8.1292,500.0,326.131,122.577,10.0,12.106
1657,0.78976,9.2221,500.0,327.79,122.78,10.0,12.886
1658,0.832225,12.1519,500.0,329.752,122.758,10.0,13.538
1659,0.908728,8.3656,500.0,328.527,122.118,10.0,14.708
1660,0.88748,9.7664,500.0,327.826,122.179,10.0,15.364
1661,0.938766,8.9646,500.0,328.094,122.964,10.0,15.523
1662,0.906645,8.8678,500.0,329.375,122.249,10.0,15.366
1663,0.969526,7.3744,500.0,329.042,122.368,10.0,14.191
1664,0.953487,8.0837,500.0,326.947,120.58,10.0,13.865
1665,0.979237,7.2758,500.0,327.108,121.19,10.0,12.971
1666,0.991908,5.7336,500.0,327.686,120.144,10.023,12.526
1667,0.98338,6.2897,500.0,327.227,119.908,10.0,12.278
1668,0.974681,6.6679,500.0,324.157,118.848,10.0,11.991
1669,0.977037,6.1619,500.0,319.841,119.338,10.0,11.666
1670,0.959709,7.4966,500.0,318.031,117.297,10.0,11.068
1671,0.975787,6.9957,500.0,318.486,117.424,10.0,11.197
1672,0.991234,5.9687,500.0,318.392,117.449,10.0,10.855
1673,0.984381,5.6352,500.0,316.349,117.382,10.0,10.702
1674,0.98604,6.7834,500.0,316.543,116.383,10.0,10.487
1675,0.98843,6.5935,500.0,316.336,116.359,10.0,10.481
1676,0.98428,6.935,500.0,317.583,115.908,10.0,10.293
1677,0.97594,6.9972,500.0,317.543,115.994,10.0,10.475
1678,0.986009,6.6017,500.0,318.083,116.719,10.124,10.786
1679,0.99591,5.8465,500.0,319.45,117.162,10.034,10.644
1680,0.965581,6.4467,500.0,322.959,117.012,10.206,10.175
1681,0.95821,6.2678,500.0,328.212,117.71,11.173,10.105
1682,0.917759,8.3303,500.0,334.274,118.002,11.589,10.658
1683,0.870804,8.5132,500.0,340.063,120.101,11.754,11.449
1684,0.254993,10.5876,371.4,343.678,121.588,12.029,11.604
1685,0.425936,7.6964,256.7,347.233,122.173,11.36,12.235
1686,0.147227,13.9833,412.5,351.963,122.882,11.139,12.381
1687,0.385391,8.9228,500.0,356.396,124.64,10.619,12.637
1688,0.534021,8.8504,500.0,357.468,125.465,10.0,13.071
1689,0.472818,9.8059,500.0,358.873,125.627,10.0,13.32
1690,0.816436,8.9782,500.0,357.92,125.172,10.0,13.512
1691,0.785572,9.9922,500.0,358.73,126.427,10.0,14.127
1692,0.678195,9.7354,500.0,357.649,125.002,10.0,14.111
1693,0.783468,9.188,500.0,356.652,123.044,10.0,14.249
1694,0.890342,7.5348,500.0,356.676,124.981,10.554,13.869
1695,0.466203,11.8894,500.0,358.284,125.377,10.147,14.205
1696,0.370507,12.2006,281.1,359.25,125.825,10.0,14.472
1697,0.504417,12.623,500.0,360.424,126.137,10.0,14.91
1698,0.678013,11.199,500.0,359.708,125.707,10.0,15.3
1699,0.88678,10.5546,500.0,359.165,122.751,10.0,15.201
1700,0.814264,9.4153,500.0,358.953,123.162,10.0,15.268
1701,0.932023,7.6523,500.0,360.222,123.132,10.944,14.487
1702,0.894385,9.0413,500.0,360.156,124.184,10.145,14.813
1703,0.833949,8.7599,500.0,359.838,123.037,10.0,14.988
1704,0.945967,7.5085,500.0,359.032,122.385,10.629,14.107
1705,0.835141,10.2847,500.0,357.454,122.28,10.108,13.383
1706,0.921428,9.8807,500.0,356.737,122.312,10.0,12.53
1707,0.402134,8.7518,500.0,357.04,122.566,10.0,12.908
1708,0.904588,9.7505,500.0,356.07,124.198,10.0,13.502
1709,0.866701,10.5389,500.0,355.354,124.173,10.0,13.925
1710,0.903186,9.4332,500.0,354.225,123.374,10.0,13.861
1711,0.987409,7.0411,500.0,353.056,124.413,10.0,13.342
1712,0.975344,7.1468,500.0,352.528,125.107,10.0,12.672
1713,0.983879,7.3938,500.0,351.5,126.248,10.0,12.009
1714,0.974551,7.6973,500.0,351.871,126.875,10.0,11.596
1715,0.981984,7.8645,500.0,352.931,127.328,10.0,11.211
1716,0.967971,7.5709,500.0,353.621,129.378,10.0,10.838
1717,0.971275,6.8274,500.0,355.088,130.273,10.0,10.916
1718,0.984398,6.7183,500.0,356.722,131.734,10.076,10.835
1719,0.955071,6.4464,500.0,360.22,133.333,10.099,11.055
1720,0.96103,6.1525,500.0,360.679,133.295,10.0,10.981
1721,0.958371,7.4755,500.0,362.085,134.314,10.518,11.064
1722,0.947954,7.9705,500.0,364.563,135.429,10.909,11.075
1723,0.818578,9.7183,500.0,366.285,136.727,10.0,12.285
1724,0.674108,9.2128,500.0,367.478,137.035,10.0,12.907
1725,0.791127,11.3138,500.0,367.782,137.206,10.0,13.502
1726,0.680458,9.9219,500.0,368.424,137.502,10.0,13.793
1727,0.701877,9.2669,500.0,369.42,137.532,10.843,13.382
1728,0.87813,7.6491,500.0,370.357,137.746,10.488,12.738
1729,0.932148,7.2663,500.0,369.821,138.049,10.258,12.218
1730,0.873284,7.8275,500.0,368.652,137.355,10.0,12.735
1731,0.90927,9.1852,500.0,368.584,136.899,10.0,13.049
1732,0.916696,7.9943,500.0,368.746,137.148,10.0,12.277
1733,0.852346,8.2472,500.0,369.886,138.544,10.0,12.871
1734,0.97286,7.4084,500.0,370.279,137.734,10.0,13.276
1735,0.896568,10.5285,500.0,370.233,137.824,10.0,13.773
1736,0.919116,10.4265,500.0,368.912,138.282,10.0,14.259
1737,0.868106,10.6427,500.0,369.169,138.418,10.0,14.685
1738,0.9864,7.8445,500.0,368.602,138.963,10.0,14.592
1739,0.977258,6.5288,500.0,367.386,139.497,10.0,13.522
1740,0.950282,9.5435,500.0,368.322,139.267,10.0,13.954
1741,0.984724,7.1932,500.0,367.826,139.132,10.0,14.108
1742,0.905882,7.8646,500.0,367.834,136.809,10.0,14.495
1743,0.901135,7.6993,500.0,365.946,137.701,10.0,14.817
1744,0.978342,6.7781,500.0,364.617,138.53,10.0,14.244
1745,0.988183,6.8545,500.0,364.19,138.404,10.0,14.578
1746,0.988378,7.1996,500.0,364.193,138.534,10.0,14.846
1747,0.895604,9.1493,500.0,362.621,136.542,10.0,14.846
1748,0.931845,8.595,500.0,361.219,136.103,10.0,14.652
1749,0.989803,6.6819,500.0,359.899,136.643,10.0,13.573
1750,0.983374,5.7588,500.0,359.228,136.402,10.0,12.6
1751,0.987426,8.0788,500.0,359.663,137.575,10.0,12.593
1752,0.97517,7.3942,500.0,358.749,136.788,10.0,11.914
1753,0.981167,6.1225,500.0,358.436,136.891,10.0,11.569
1754,0.986656,6.5664,500.0,358.925,136.894,10.0,11.358
1755,0.9874,6.9296,500.0,358.644,136.582,10.0,11.856
1756,0.984087,6.793,500.0,359.328,137.16,10.0,11.37
1757,0.986122,6.4368,500.0,359.687,137.111,10.0,11.206
1758,0.977701,5.6525,500.0,359.645,137.978,10.0,11.217
1759,0.990502,5.1989,500.0,360.388,138.54,10.076,11.111
1760,0.991823,5.3815,500.0,361.679,138.668,10.038,10.734
1761,0.986066,5.5728,500.0,362.801,139.141,10.0,10.739
1762,0.978359,6.7221,500.0,363.447,139.239,10.0,10.971
1763,0.966727,8.1242,500.0,363.682,139.22,10.0,11.595
1764,0.972578,8.0247,500.0,364.043,139.541,10.0,12.342
1765,0.983124,8.6376,500.0,364.906,140.316,10.0,13.296
1766,0.985413,7.5221,500.0,364.95,141.54,10.0,13.814
1767,0.977258,7.5565,500.0,365.376,142.435,10.0,14.478
1768,0.988743,6.74,500.0,366.392,143.331,10.0,13.752
1769,0.959146,8.9501,500.0,366.604,143.103,10.0,14.569
1770,0.977603,6.8213,500.0,366.222,144.569,10.0,15.106
1771,0.973705,8.1609,500.0,365.623,145.548,10.0,15.33
1772,0.975676,8.5799,500.0,365.035,145.37,10.0,15.471
1773,0.961936,8.6934,500.0,365.23,147.184,10.0,15.437
1774,0.974214,8.5254,500.0,365.278,148.099,10.0,15.5
1775,0.966575,9.7098,500.0,364.874,148.832,10.0,15.552
1776,0.970269,8.4998,500.0,364.346,149.505,10.0,15.829
1777,0.986389,7.8104,500.0,363.755,151.019,10.0,16.561
1778,0.981318,7.354,500.0,363.493,152.671,10.0,16.523
1779,0.978266,7.3481,500.0,363.16,152.388,10.0,16.076
1780,0.956903,8.5237,500.0,361.635,152.282,10.0,16.167
1781,0.980629,7.2765,500.0,361.954,151.948,10.0,16.306
1782,0.97701,8.4436,500.0,362.562,153.647,10.0,15.965
1783,0.952301,8.2329,500.0,362.124,154.023,10.0,15.852
1784,0.975727,8.7962,500.0,361.02,154.786,10.0,16.189
1785,0.950998,8.5655,500.0,359.467,155.63,10.0,16.015
1786,0.98039,7.7414,500.0,359.723,156.746,10.0,15.795
1787,0.916979,9.3757,500.0,359.687,157.425,10.0,16.153
1788,0.974453,7.9791,500.0,359.806,157.898,10.0,16.136
1789,0.968475,8.6439,500.0,360.149,158.822,10.0,16.025
1790,0.972576,7.6689,500.0,358.939,158.847,10.0,16.439
1791,0.890867,8.723,500.0,358.68,157.717,10.0,16.452
1792,0.9162,9.002,500.0,357.788,156.848,10.0,16.448
1793,0.948969,8.643,500.0,357.537,156.98,10.0,16.315
1794,0.970431,8.6991,500.0,357.159,156.713,10.0,15.861
1795,0.972256,9.2305,500.0,356.412,156.699,10.0,16.114
1796,0.979991,8.3147,500.0,356.413,156.199,10.0,16.103
1797,0.983298,8.0331,500.0,356.886,155.929,10.0,16.076
1798,0.975309,8.3731,500.0,357.217,156.116,10.0,15.542
1799,0.966985,9.0013,500.0,357.678,155.622,10.0,14.592
1800,0.947357,7.934,500.0,355.929,154.747,10.0,14.898
1801,0.972937,7.5279,500.0,355.169,154.546,10.0,14.918
1802,0.979264,7.7404,500.0,354.348,154.522,10.0,14.721
1803,0.966793,7.2276,500.0,355.481,154.213,10.0,14.729
1804,0.984896,7.2572,500.0,355.544,154.609,10.0,14.705
1805,0.96688,7.301,500.0,354.435,153.553,10.0,14.828
1806,0.976764,7.3235,500.0,353.795,153.161,10.0,14.78
1807,0.968534,7.4324,500.0,353.422,151.748,10.0,14.448
1808,0.973134,7.4746,500.0,354.059,151.807,10.0,13.348
1809,0.97081,7.5263,500.0,354.384,151.563,10.0,12.656
1810,0.992253,6.6794,500.0,354.701,150.787,10.0,11.831
1811,0.963792,7.321,500.0,355.124,151.254,10.0,11.436
1812,0.980213,6.9881,500.0,356.202,150.546,10.0,10.881
1813,0.981844,5.5613,500.0,356.581,150.146,10.0,10.565
1814,0.98605,6.038,500.0,357.341,150.103,10.0,10.158
1815,0.984001,6.0025,500.0,358.312,149.638,10.0,10.0
1816,0.993789,5.8601,500.0,359.263,150.087,10.0,10.0
1817,0.992593,5.3928,500.0,360.276,149.98,10.0,10.164
1818,0.986626,5.8593,500.0,361.25,150.824,10.153,10.657
1819,0.963567,6.6401,500.0,363.21,149.978,10.068,10.931
1820,0.980042,6.2096,500.0,364.472,150.514,10.153,11.046
1821,0.891556,8.7038,500.0,366.322,148.432,10.457,11.098
1822,0.925096,7.8456,500.0,368.431,148.987,10.93,11.203
1823,0.617091,7.7901,500.0,371.212,151.139,10.242,12.408
1824,0.698221,8.951,500.0,375.232,151.462,10.0,13.258
1825,0.853054,7.7945,500.0,377.515,152.088,10.0,12.631
1826,0.957947,6.3875,500.0,378.704,151.785,10.0,11.84
1827,0.790261,8.2835,500.0,382.664,150.897,10.0,12.211
1828,0.924422,6.7428,500.0,383.847,150.989,10.0,12.642
1829,0.86016,8.0724,500.0,386.637,151.003,10.0,13.24
1830,0.845897,7.0001,500.0,386.686,152.349,10.0,12.368
1831,0.399217,6.5691,334.6,387.391,153.734,10.36,12.228
1832,0.481718,5.979,500.0,390.629,153.433,10.921,12.162
1833,0.363715,6.696,337.0,391.091,153.788,11.298,12.209
1834,0.975202,5.7638,500.0,391.318,154.261,11.188,11.962
1835,0.861319,6.4349,500.0,389.953,152.096,10.383,11.399
1836,0.969979,6.1111,500.0,390.806,151.9,10.0,10.858
1837,0.972299,5.773,500.0,390.704,152.61,10.0,10.706
1838,0.972981,5.7859,500.0,390.707,153.332,10.0,10.489
1839,0.971398,5.0737,500.0,389.922,154.264,10.0,10.38
1840,0.887555,6.4625,500.0,391.263,152.803,10.171,10.673
1841,0.987621,6.2912,500.0,391.546,151.725,10.0,12.044
1842,0.976334,6.494,500.0,390.76,152.152,10.256,12.097
1843,0.983233,6.0927,500.0,389.954,152.275,10.0,11.992
1844,0.983437,6.3775,500.0,391.847,152.868,10.0,11.819
1845,0.980082,6.6106,500.0,393.516,153.771,10.0,11.578
1846,0.979015,5.9175,500.0,393.188,153.53,10.13,11.534
1847,0.969675,7.2655,500.0,394.771,153.682,10.0,12.513
1848,0.984593,6.0224,500.0,394.845,155.157,10.0,13.316
1849,0.975373,7.4646,500.0,395.034,155.383,10.0,13.76
1850,0.977431,6.4152,500.0,395.117,156.087,10.0,13.324
1851,0.982518,6.3726,500.0,396.053,156.238,10.0,12.862
1852,0.977163,6.6196,500.0,396.238,155.83,10.0,12.473
1853,0.986999,6.6546,500.0,397.076,156.823,10.0,12.083
1854,0.991798,6.0215,500.0,396.329,157.6,10.0,11.843
1855,0.991996,5.9057,500.0,396.873,157.371,10.0,11.567
1856,0.991668,6.5636,500.0,397.427,158.015,10.0,11.361
1857,0.989263,6.1849,500.0,399.188,158.577,10.0,12.146
1858,0.990199,5.7181,500.0,398.456,158.519,10.0,11.701
1859,0.989826,7.1471,500.0,399.368,158.283,10.0,12.297
1860,0.989953,6.4484,500.0,399.662,157.773,10.0,12.955
1861,0.979032,6.5731,500.0,400.083,157.908,10.0,12.807
1862,0.98605,7.5301,500.0,401.107,158.165,10.0,13.318
1863,0.957545,7.774,500.0,402.361,157.99,10.0,13.988
1864,0.974485,6.5211,500.0,402.628,158.612,10.0,13.569
1865,0.980338,6.1876,500.0,402.512,159.496,10.0,13.161
1866,0.98759,6.2981,500.0,402.864,159.327,10.0,12.607
1867,0.98233,6.6068,500.0,403.562,159.788,10.0,12.47
1868,0.991935,6.3928,500.0,402.85,159.409,10.0,12.15
1869,0.982626,6.3635,500.0,402.569,159.269,10.0,11.975
1870,0.975641,6.1817,500.0,401.631,159.31,10.0,11.923
1871,0.977929,6.1363,500.0,401.896,159.608,10.0,12.018
1872,0.981879,5.8444,500.0,400.767,160.5,10.0,11.855
1873,0.981334,6.3274,500.0,398.085,159.717,10.0,12.679
1874,0.976948,6.3351,500.0,394.456,159.106,10.0,13.489
1875,0.986018,6.4022,500.0,392.853,159.799,10.0,13.121
1876,0.975826,6.383,500.0,391.156,159.119,10.0,12.85
1877,0.965218,6.3262,500.0,388.973,158.937,10.0,12.527
1878,0.982609,6.5971,500.0,386.761,159.515,10.0,12.291
1879,0.993453,6.5253,500.0,385.502,159.529,10.0,12.129
1880,0.994262,6.1292,500.0,385.022,159.983,10.0,11.976
1881,0.985529,6.0253,500.0,384.564,161.332,10.0,11.98
1882,0.986108,6.0681,500.0,384.756,160.758,10.0,11.971
1883,0.988154,6.5658,500.0,384.228,161.57,10.0,11.883
1884,0.98428,6.7263,500.0,383.62,161.212,10.0,11.807
1885,0.978045,6.0539,500.0,384.71,161.138,10.0,11.803
1886,0.989745,5.9493,500.0,385.948,159.92,10.0,11.675
1887,0.978863,6.101,500.0,385.768,159.804,10.0,11.634
1888,0.984232,6.1705,500.0,385.528,158.982,10.0,11.597
1889,0.983306,5.7175,500.0,385.127,158.336,10.0,11.56
1890,0.977743,6.2563,500.0,386.278,158.254,10.0,11.655
1891,0.970028,6.2653,500.0,388.141,157.775,10.0,11.854
1892,0.98903,6.1983,500.0,388.81,158.913,10.0,11.944
1893,0.984578,5.846,500.0,389.875,159.425,10.0,11.77
1894,0.987397,5.6939,500.0,390.381,158.378,10.0,11.592
1895,0.993637,5.9588,500.0,391.012,158.932,10.0,11.486
1896,0.994436,5.4973,500.0,391.945,158.771,10.0,11.51
1897,0.985146,6.1521,500.0,392.746,158.56,10.0,11.527
1898,0.979189,5.8588,500.0,392.494,158.49,10.0,11.46
1899,0.985746,5.9889,500.0,393.171,159.373,10.0,11.638
1900,0.988353,6.0505,500.0,393.715,158.982,10.0,12.063
1901,0.987132,5.7412,500.0,393.395,158.372,10.0,12.06
1902,0.990698,5.5156,500.0,392.631,159.71,10.0,11.954
1903,0.99329,6.4,500.0,392.587,159.533,10.0,11.909
1904,0.989598,6.4291,500.0,392.427,159.247,10.0,11.879
1905,0.987973,6.7602,500.0,391.218,159.404,10.0,11.843
1906,0.991242,6.1745,500.0,390.85,159.973,10.0,11.758
1907,0.98338,6.0319,500.0,392.215,160.406,10.0,11.649
1908,0.974311,6.364,500.0,393.618,161.04,10.0,11.783
1909,0.982809,6.0531,500.0,394.904,160.572,10.0,11.771
1910,0.991486,5.9656,500.0,395.927,161.418,10.0,11.817
1911,0.986859,5.6462,500.0,396.206,161.02,10.0,11.764
1912,0.980372,5.6316,500.0,396.65,160.606,10.03,11.943
1913,0.978083,6.3734,500.0,397.867,161.402,10.0,11.997
1914,0.985385,5.9255,500.0,398.619,161.473,10.0,11.741
1915,0.977775,6.2489,500.0,399.717,161.615,10.0,11.686
1916,0.99036,5.8022,500.0,401.19,162.407,10.0,11.647
1917,0.990813,6.0455,500.0,401.745,161.773,10.0,11.633
1918,0.991136,5.6211,500.0,401.368,160.866,10.0,11.685
1919,0.979134,6.0766,500.0,401.412,161.819,10.0,11.665
1920,0.985349,6.0631,500.0,402.181,161.856,10.0,11.792
1921,0.987514,6.3644,500.0,400.962,162.533,10.0,12.007
1922,0.990255,5.725,500.0,400.564,162.585,10.0,12.019
1923,0.982047,6.2083,500.0,399.297,162.518,10.0,12.021
1924,0.985836,6.2828,500.0,398.793,162.266,10.0,11.808
1925,0.987274,5.8944,500.0,399.309,161.799,10.0,11.933
1926,0.983222,6.1014,500.0,398.83,162.069,10.0,11.869
1927,0.988004,6.0523,500.0,399.074,161.547,10.0,11.595
1928,0.993094,5.9746,500.0,398.686,161.277,10.0,11.46
1929,0.977921,6.376,500.0,397.947,161.425,10.0,11.4
1930,0.981032,6.0608,500.0,397.483,161.767,10.0,11.192
1931,0.992796,5.7929,500.0,396.574,162.027,10.0,10.99
1932,0.989153,5.7758,500.0,395.847,161.735,10.0,11.095
1933,0.986128,5.7857,500.0,395.553,162.729,10.0,11.064
1934,0.988552,5.9854,500.0,394.216,163.216,10.0,11.171
1935,0.978472,5.9985,500.0,392.922,163.828,10.0,11.061
1936,0.975617,6.3896,500.0,392.623,165.52,10.0,11.14
1937,0.993124,6.0888,500.0,392.109,167.726,10.0,11.031
1938,0.98621,6.1555,500.0,390.915,170.968,10.0,10.904
1939,0.978407,5.6054,500.0,390.833,174.441,10.0,10.753
1940,0.970942,6.1934,500.0,389.317,176.978,10.0,10.881
1941,0.985248,6.4593,500.0,387.903,179.401,10.0,11.032
1942,0.97619,6.1246,500.0,387.795,181.085,10.0,11.07
1943,0.987937,6.3868,500.0,387.88,181.839,10.0,11.212
1944,0.986863,6.9171,500.0,387.788,183.77,10.0,11.186
1945,0.989237,6.4246,500.0,387.447,184.861,10.0,11.035
1946,0.990515,5.9159,500.0,388.362,185.918,10.0,10.706
1947,0.985688,6.1393,500.0,389.196,187.388,10.0,10.597
1948,0.97703,6.4265,500.0,390.473,188.094,10.0,10.717
1949,0.984866,5.9628,500.0,390.845,188.919,10.0,10.757
